Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Tanzania,TZA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.490445852,,,,,,,,,,,,,,,,1.431300044,,1.43719995,,1.397500038,,1.365800023,,1.30309999,,,,1.090399981,,1.024600029,,0.890299976,,,,,,,,,,,,,,1.1,,,,0.7,,,,,,,,,
Uganda,UGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.480798483,,,,,,,,,,1.558699965,,,,,1.648499966,,,,,,1.512500048,,,,,,,1.315400004,,,0.916199982,,,,,,,,,,,,,0.7,1,1.1,,,0.4,0.5,,,,,,,,,
Ukraine,UKR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,12.14350033,12.25329971,12.35779953,12.44480038,12.5909996,12.69499969,12.78759956,12.85060024,12.93039989,13.00640011,13.01309967,12.9691,12.72900009,12.47070026,12.30220032,11.89000034,10.84000015,9.369999886,9.039999962,8.949999809,8.8,8.8,8.9,8.8,8.7,8.7,8.7,8.7,8.7,9.4,9.4,9,8.9,8.8,,,,,,
Upper middle income,UMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.796042048,,,,,2.058761242,,,,,2.420547068,,,,,3.485078381,,3.847622138,3.92809528,3.565131543,3.305579666,3.41640295,3.354102331,3.367095654,3.339444511,3.5978015,3.329551645,3.498616002,3.089210501,3.337145602,3.247976071,3.18795078,2.816417252,2.853960251,3.372859598,3.06324708,2.880869892,,,3.936127701,3.260242863,3.60425122,3.543764458,,,,,,,
Uruguay,URY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.511820316,,,,,,,,,,5.912700176,,,,,5.00180006,,,,,,,,,,3.245800018,,,,,4.522600174,,,4.5,,,4.389999867,,,,,,,1.899999976,,2.4,2.9,2.9,,,1.2,3,2.5,2.5,2.8,,,,,
United States,USA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9.199999809,,,,,8.800000191,,,,,7.900000095,7.5,7.400000095,7.199999809,7.099999905,6.800000191,6.599999905,6.400000095,6.199999809,6.099999905,6,5.900000095,5.900000095,5.800000191,5.699999809,5.5,5.400000095,5.199999809,5.099999905,5,4.900000095,4.800000191,4.599999905,4.5,4.300000191,4.099999905,3.900000095,3.799999952,3.700000048,3.599999905,3.5,3.5,3.400000095,3.3,,3.2,3.1,3.1,3.1,3.1,3,2.9,2.9,2.9,,,,,,
Uzbekistan,UZB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,9.176300049,,,,,11.83419991,11.95569992,11.94569969,12.21619987,12.28509998,12.48279953,10.94729996,10.75409985,9.394200325,8.663299561,8.300000191,7.929999828,6.480000019,5.550000191,5.389999867,5.3,5.3,5.5,5.5,5.3,5.2,5.1,4.8,4.7,4.6,4.4,4.3,4.2,4,,,,,,
St. Vincent and the Grenadines,VCT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.824999809,,,,,,,,,,4.988599777,,,,,,,,,,,,,,,,,,,,4.699999809,,,5.015299797,,,1.850000024,,,,,4.7,4.5,4.5,4.5,4.5,,3,,,2.6,2.7,5.2,2.5,2.6,,,,,
"Venezuela, RB",VEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,0.342999995,0.331499994,0.342900008,,,,0.331900001,,0.370400012,0.358200014,0.372799993,2.693099976,2.700099945,2.59829998,2.499599934,,2.677900076,2.677599907,2.572999954,2.599999905,,,1.470000029,,,,,0.800000012,,0.9,,,,1.3,,1.1,,0.9,,,0.8,,,,,
British Virgin Islands,VGB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.800000191,,,,,,18.68000031,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,3.49729991,3.696099997,,,,,,,,3.301700115,3.832900047,,,,,,,1.669999957,,,,2.400000095,1.4,,2.8,2.6,2.66,,2.9,3.1,2,,2.5,,2.6,,,,,
Vanuatu,VUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.430769444,,,,,,,,,,10.73490047,,,,,,,,,,6.179399967,,,,,,,,,,,,,,,,,,,,,3.099999905,,3.7,,4.1,,,1.7,,,,,,,,,,,
World,WLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,3.078735149,,,,,2.397681706,,,,,3.593618264,,,,,4.123949067,,,,,3.646975971,3.426951254,,,,,,,,,,,2.875609193,3.057890224,,2.879006653,,,,,,2.704488106,,,,,,,,
Samoa,WSM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5,,,,,,,,,,4.558199883,,,,,,,,,,4.496799946,4.363999844,,,,,,,,,,,,,,,,,,,3.299999952,,1.5,2.04,,1,,,,,,,,,,,,,,
Kosovo,XKX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.454545468,,,,,,,,,,0.809700012,,,,,0.865499973,,,,,,,,,,,,,,,0.836199999,,,,,,0.689999998,,0.600000024,,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,,,,,
South Africa,ZAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,
Zambia,ZMB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.801655531,,,,,,,,,,3.161099911,,,,,3.336800098,,,,,,3.482199907,,,,,,,,,,,,,,,,,,,,,,,2,,,,1.9,,2,,,,,,,,,
Zimbabwe,ZWE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.876646042,,,,,,,,,,3.495399952,,,,,3.313699961,,,,,3.00270009,,,,,1.393599987,,1.940799952,,,0.510500014,,,,,,,,,,,,,,,,3,,,,,1.7,,,,,,,,
